Name,Color,Mana Value,CMC,Rarity,Edition (name),Card Type,Power,Toughness,Card Text,Acquired Price,Card Rulings,CardMarket ID,Collector's number,Condition,Creation Date,Currency,Delver Local ID,Edition,Edition (CODE),Edition (code),Edition CODE,Edition [CODE],Edition [code],Edition code,Edition code MTGO,Foil,Foil quantity,Foil/Etched,Frame Type,In DECKs (being used),In LISTs (owned),Is Commander?,Language,List name,Loyalty,MultiverseID,Non-foil quantity,Price,Price (total),Quantity,QuantityX,Reserved List,Scryfall ID,TCGPlayer productID,Tag,Zeros,Artists
"Sustainer of the Realm","White","{2}{W}{W}","4","C","(Iconic Masters)","Creature — Angel","2","3","""Flying
Whenever Sustainer of the Realm blocks, it gets +0/+2 until end of turn.""","0","""• It gets the bonus only once, not once per creature it blocks.""","301428","35","","2023-Feb-13_05:23:28","USD","3681","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438601","13","$0.20","$2.60","13","13x","","e9f7e21e-d4d8-4d6c-9530-b17d5204e9e7","145392","","0","Mark Zug"
"Thought Scour","Blue","{U}","1","C","(Iconic Masters)","Instant","0","0","""Target player mills two cards.
Draw a card.""","0","""• If the target player is an illegal target when Thought Scour tries to resolve, it won’t resolve and none of its effects will happen. You won’t draw a card.
• Follow the instructions in the order listed on the card: if you target yourself, you’ll put the top two cards of your library into your graveyard and then draw a card.""","301452","76","","2023-Feb-13_05:39:28","USD","3699","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438642","12","$0.40","$4.80","12","12x","","18d32e59-54e7-4be0-99b7-261cd433bd03","145436","","0","David Rapoza"
"Thrill-Kill Assassin","Black","{1}{B}","2","C","(Iconic Masters)","Creature — Human Assassin","1","2","""Deathtouch
Unleash (You may have this creature enter the battlefield with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.)""","0","""• You make the choice to have the creature with unleash enter the battlefield with a +1/+1 counter or not as it’s entering the battlefield. At that point, it’s too late for a player to respond to the creature spell by trying to counter it, for example.
• The unleash ability applies no matter where the creature is entering the battlefield from.
• A creature with unleash can’t block if it has any +1/+1 counter on it, not just one put on it by the unleash ability.
• Putting a +1/+1 counter on a creature with unleash that’s already blocking won’t remove it from combat. It will continue to block.""","301606","111","","2023-Feb-13_05:49:08","USD","3714","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438677","11","$0.20","$2.20","11","11x","","23915972-2009-4363-a791-24be90a4fbe0","145497","","0","Tyler Jacobson"
"Timberland Guide","Green","{1}{G}","2","C","(Iconic Masters)","Creature — Human Scout","1","1","""When Timberland Guide enters the battlefield, put a +1/+1 counter on target creature.""","0","""• You may choose Timberland Guide as the target of its own ability.""","301505","187","","2023-Feb-13_06:13:44","USD","3752","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438753","15","$0.20","$3.00","15","15x","","50965f7e-a4e2-41b7-8b81-4a2ffa9db123","145529","","0","Zoltan Boros"
"Topan Freeblade","White","{1}{W}","2","U","(Iconic Masters)","Creature — Human Soldier","2","2","""Vigilance (Attacking doesn't cause this creature to tap.)
Renown 1 (When this creature deals combat damage to a player, if it isn't renowned, put a +1/+1 counter on it and it becomes renowned.)""","0","""• Renown won’t trigger when a creature deals combat damage to a planeswalker or another creature. It also won’t trigger when a creature deals noncombat damage to a player.
• If a creature with renown deals combat damage to its controller because that damage was redirected, renown will trigger.
• If a renown ability triggers, but the creature leaves the battlefield before that ability resolves, the creature doesn’t become renowned. Any ability that triggers “whenever a creature becomes renowned” won’t trigger.""","301429","37","","2023-May-17_15:51:04","USD","5519","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438603","1","$0.25","$0.25","1","1x","","3e953224-6ea0-4580-b2a2-c1ff133fb991","145396","","0","Johannes Voss"
"Tormenting Voice","Red","{1}{R}","2","C","(Iconic Masters)","Sorcery","0","0","""As an additional cost to cast this spell, discard a card.
Draw two cards.""","0","""• You must discard exactly one card to cast Tormenting Voice; you can’t cast it without discarding a card, and you can’t discard additional cards.""","301485","150","","2023-Feb-13_06:01:51","USD","3733","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438716","13","$0.24","$3.12","13","13x","","d373ce86-c92d-4d91-b3bb-739aba7d09a1","145501","","0","Volkan Baǵa"
"Trumpet Blast","Red","{2}{R}","3","C","(Iconic Masters)","Instant","0","0","""Attacking creatures get +2/+0 until end of turn.""","0","""• Only creatures that are attacking as Trumpet Blast resolves will receive the bonus. In other words, casting it before you’ve declared attackers usually won’t do anything.
• An “attacking creature” is one that has been declared as an attacker this combat, or one that was put onto the battlefield attacking this combat. Unless that creature leaves combat, it continues to be an attacking creature through the end of combat step, even if the player it was attacking has left the game, or the planeswalker it was attacking has left combat.
• Even though Trumpet Blast affects only attacking creatures, the bonus will remain for the rest of the turn.""","301628","151","","2023-Feb-13_06:02:25","USD","3734","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438717","11","$0.20","$2.20","11","11x","","89a3e069-856a-4fe7-9357-56697fb665fc","145502","","0","Steve Prescott"
"Vent Sentinel","Red","{3}{R}","4","C","(Iconic Masters)","Creature — Elemental","2","4","""Defender
{1}{R}, {T}: Vent Sentinel deals damage to target player or planeswalker equal to the number of creatures you control with defender.""","0","""""","301486","153","","2023-Feb-13_06:02:55","USD","3735","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438719","14","$0.20","$2.80","14","14x","","6b6f563e-4f94-4caf-83b9-bfc64e18bc9c","145505","","0","Chris Rahn"
"Virulent Swipe","Black","{B}","1","C","(Iconic Masters)","Instant","0","0","""Target creature gets +2/+0 and gains deathtouch until end of turn.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)""","0","""• If a spell with rebound that you cast from your hand doesn’t resolve for any reason (due being countered by a spell like Cancel, or because all of its targets are illegal), rebound has no effect. The spell is simply put into your graveyard. You won’t get to cast it again next turn.
• If you cast a spell with rebound from anywhere other than your hand (such as from your graveyard due to Sins of the Past, from your library due to cascade, or from your opponent’s hand due to Sen Triplets), rebound won’t have any effect. If you do cast it from your hand, rebound will work regardless of whether you paid its mana cost (for example, if you cast it from your hand due to Maelstrom Archangel).
• If a replacement effect would cause a spell with rebound that you cast from your hand to be put somewhere else instead of your graveyard (such as Leyline of the Void might), you choose whether to apply the rebound effect or the other effect as the spell resolves.
• Rebound will have no effect on copies of spells because you don’t cast them from your hand.
• If you cast a spell with rebound from your hand and it resolves, it isn’t put into your graveyard. Rather, it’s exiled directly from the stack. Effects that care about cards being put into your graveyard won’t do anything.
• At the beginning of your upkeep, all delayed triggered abilities created by rebound effects trigger. You may handle them in any order. If you want to cast a card this way, you do so as part of the resolution of its delayed triggered ability. Timing restrictions based on the card’s type (if it’s a sorcery) are ignored. Other restrictions are not (such as the one from Rule of Law).
• If you are unable to cast a card from exile this way, or you choose not to, nothing happens when the delayed triggered ability resolves. The card remains exiled for the rest of the game, and you won’t get another chance to cast the card. The same is true if the ability is countered (due to Stifle, perhaps).
• If you cast a card from exile this way, it will go to your graveyard when it resolves, fails to resolve, or is countered. It won’t go back to exile.""","301608","113","","2023-Feb-13_05:49:35","USD","3715","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438679","6","$0.24","$1.44","6","6x","","d1d6ca74-70f5-44c6-82f7-dae8980bdd44","145533","","0","Raymond Swanland"
"Wall of Roots","Green","{1}{G}","2","C","(Iconic Masters)","Creature — Plant Wall","0","5","""Defender
Put a -0/-1 counter on Wall of Roots: Add {G}. Activate only once each turn.""","0","""• If you must sacrifice a creature to pay a casting or activation cost that also includes mana, such as that of Bubbling Cauldron's abilities, you may put a -0/-1 counter on Wall of Roots to make its toughness 0 and then sacrifice it to pay that cost.""","301506","190","","2023-Feb-13_06:14:25","USD","3753","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438756","12","$0.34","$4.08","12","12x","","b65cb901-bfb0-454a-97ef-138021e524ff","145321","","0","Matt Stewart"
"Wight of Precinct Six","Black","{1}{B}","2","C","(Iconic Masters)","Creature — Zombie","1","1","""Wight of Precinct Six gets +1/+1 for each creature card in your opponents' graveyards.""","0","""• Wight of Precinct Six’s ability applies only while it’s on the battlefield. In all other zones, it’s a 1/1 creature.
• If Wight of Precinct Six is dealt lethal damage at the same time as a creature an opponent controls, they’re destroyed at the same time. It won’t get an additional +1/+1 from its ability in time to save it.""","301609","114","","2023-Feb-13_05:50:04","USD","3716","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438680","11","$0.25","$2.75","11","11x","","d8698868-2aff-4973-8fc6-e2ac7202384d","145500","","0","Ryan Barger"
"Wildsize","Green","{2}{G}","3","C","(Iconic Masters)","Instant","0","0","""Target creature gets +2/+2 and gains trample until end of turn.
Draw a card.""","0","""• If the target creature is an illegal target by the time Wildsize tries to resolve, the spell doesn’t resolve. You don’t draw a card.""","301647","191","","2023-Feb-13_06:15:02","USD","3754","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438757","6","$0.20","$1.20","6","6x","","9b80bc77-eee4-4384-904a-b746be5987ac","145532","","0","Jim Murray"
"Wrench Mind","Black","{B}{B}","2","C","(Iconic Masters)","Sorcery","0","0","""Target player discards two cards unless they discard an artifact card.""","0","""• You can discard either one artifact card or two cards which may or may not be artifacts. If you really want to, you can discard two artifact cards.""","301468","115","","2023-Feb-13_05:50:34","USD","3717","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438681","12","$0.25","$3.00","12","12x","","360a6ada-b257-44b8-b830-aaa122474bce","145324","","0","Pete Venters"
